fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,total_fight_time,wins,losses,draws,total_fights,dq_wins,majority_decision_wins,split_decision_wins,unanimous_decision_wins,ko_tko_wins,submission_wins,tko_doctor_stoppage_wins,Could Not Continue ,dq_losses,majority_decision_losses,split_decision_losses,unanimous_decision_losses,ko_tko_losses,other,overturned,submission_losses,tko_doctor_stoppage_losses
Brandon Vera,7.0,503.0,901.0,650.0,1063.0,8.0,15.0,2.0,1600,0.0,182.0,511.0,141.0,178.0,180.0,212.0,289.0,621.0,171.0,221.0,43.0,59.0,480.0,1010.0,19.0,48.0,3728,9844,8,7,0,15,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0
Brandon Wolff,0.0,2.0,6.0,8.0,12.0,0.0,1.0,0.0,37,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,46.0,57.0,0.0,0.0,114,253,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Braxton Smith,0.0,14.0,29.0,14.0,29.0,0.0,1.0,0.0,0,0.0,13.0,28.0,0.0,0.0,1.0,1.0,14.0,29.0,0.0,0.0,0.0,0.0,25.0,37.0,0.0,1.0,27,130,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brendan Allen,3.0,745.0,1401.0,1092.0,1815.0,21.0,48.0,15.0,3944,14.0,488.0,1100.0,162.0,199.0,95.0,102.0,571.0,1154.0,46.0,66.0,128.0,181.0,745.0,1432.0,19.0,42.0,3047,12479,14,4,0,18,0.0,0.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Brendan Loughnane,1.0,75.0,119.0,96.0,142.0,0.0,2.0,0.0,114,0.0,36.0,77.0,11.0,12.0,28.0,30.0,67.0,109.0,8.0,10.0,0.0,0.0,54.0,159.0,1.0,12.0,231,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brendan O'Reilly,0.0,90.0,190.0,239.0,354.0,7.0,16.0,2.0,925,3.0,49.0,131.0,29.0,43.0,12.0,16.0,32.0,93.0,52.0,85.0,6.0,12.0,131.0,218.0,7.0,11.0,1411,2835,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Brendan Schaub,4.0,227.0,602.0,403.0,815.0,12.0,26.0,2.0,1475,1.0,191.0,538.0,33.0,54.0,3.0,10.0,116.0,418.0,60.0,96.0,51.0,88.0,172.0,402.0,3.0,11.0,559,4658,6,5,0,11,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
Brendon Marotte,0.0,4.0,8.0,23.0,28.0,0.0,0.0,0.0,0,0.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,55.0,77.0,2.0,2.0,567,579,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Brendson Ribeiro,1.0,121.0,291.0,140.0,317.0,3.0,7.0,2.0,133,2.0,63.0,204.0,28.0,43.0,30.0,44.0,117.0,284.0,3.0,6.0,1.0,1.0,180.0,369.0,9.0,11.0,887,2776,2,4,0,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Brett Johns,0.0,253.0,516.0,533.0,829.0,29.0,59.0,6.0,2704,1.0,222.0,470.0,23.0,35.0,8.0,11.0,136.0,372.0,32.0,38.0,85.0,106.0,339.0,728.0,10.0,24.0,771,5303,5,2,0,7,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Brian Bowles,1.0,85.0,287.0,108.0,314.0,2.0,2.0,2.0,424,1.0,58.0,252.0,26.0,34.0,1.0,1.0,66.0,257.0,13.0,15.0,6.0,15.0,111.0,299.0,1.0,1.0,214,1900,2,2,0,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Brian Camozzi,0.0,65.0,246.0,70.0,252.0,0.0,3.0,1.0,30,0.0,35.0,206.0,11.0,16.0,19.0,24.0,64.0,241.0,0.0,4.0,1.0,1.0,132.0,292.0,2.0,2.0,335,1240,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Brian Cobb,0.0,0.0,13.0,70.0,86.0,2.0,4.0,0.0,108,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,19.0,43.0,1.0,1.0,24,310,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brian Ebersole,1.0,241.0,492.0,465.0,742.0,10.0,53.0,1.0,2009,2.0,142.0,331.0,40.0,74.0,59.0,87.0,142.0,352.0,42.0,64.0,57.0,76.0,235.0,543.0,7.0,12.0,922,5968,5,3,0,8,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Brian Foster,1.0,81.0,203.0,135.0,268.0,6.0,10.0,3.0,406,1.0,61.0,176.0,14.0,18.0,6.0,9.0,33.0,114.0,5.0,11.0,43.0,78.0,40.0,115.0,5.0,8.0,431,1473,3,2,0,5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Brian Gassaway,0.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,23,0.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,35.0,64.0,3.0,6.0,316,416,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brian Geraghty,0.0,1.0,4.0,7.0,10.0,0.0,0.0,0.0,0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,21.0,33.0,1.0,2.0,104,129,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brian Houston,0.0,30.0,84.0,34.0,88.0,1.0,1.0,0.0,88,0.0,20.0,72.0,3.0,5.0,7.0,7.0,24.0,78.0,6.0,6.0,0.0,0.0,58.0,124.0,1.0,8.0,121,948,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Brian Johnston,0.0,29.0,53.0,70.0,97.0,2.0,3.0,1.0,0,1.0,18.0,39.0,5.0,7.0,6.0,7.0,8.0,21.0,14.0,21.0,7.0,11.0,54.0,90.0,4.0,5.0,0,1068,2,4,0,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
Brian Kelleher,3.0,442.0,1068.0,822.0,1517.0,15.0,36.0,6.0,2053,2.0,288.0,815.0,67.0,141.0,87.0,112.0,345.0,937.0,29.0,43.0,68.0,88.0,614.0,1353.0,16.0,40.0,1466,8018,8,9,0,17,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0
Brian Melancon,1.0,31.0,63.0,39.0,71.0,1.0,1.0,0.0,100,0.0,22.0,51.0,5.0,6.0,4.0,6.0,20.0,48.0,1.0,1.0,10.0,14.0,27.0,77.0,1.0,3.0,47,445,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Brian Ortega,5.0,742.0,1987.0,854.0,2122.0,12.0,48.0,12.0,998,2.0,528.0,1704.0,136.0,187.0,78.0,96.0,657.0,1868.0,49.0,65.0,36.0,54.0,1233.0,2431.0,15.0,33.0,1326,11600,8,5,0,13,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
Brian Stann,7.0,333.0,769.0,602.0,1066.0,0.0,6.0,3.0,1036,1.0,173.0,571.0,66.0,92.0,94.0,106.0,190.0,550.0,75.0,120.0,68.0,99.0,269.0,658.0,25.0,56.0,2267,6634,6,5,0,11,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
Brianna Fortino,0.0,106.0,255.0,125.0,275.0,5.0,11.0,0.0,554,0.0,57.0,191.0,36.0,45.0,13.0,19.0,69.0,202.0,33.0,48.0,4.0,5.0,97.0,226.0,2.0,6.0,172,1800,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bristol Marunde,0.0,21.0,98.0,29.0,110.0,3.0,9.0,0.0,145,0.0,17.0,94.0,2.0,2.0,2.0,2.0,17.0,89.0,4.0,9.0,0.0,0.0,78.0,161.0,0.0,1.0,137,929,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Brock Jardine,0.0,19.0,63.0,22.0,66.0,0.0,2.0,1.0,46,0.0,11.0,49.0,6.0,12.0,2.0,2.0,19.0,63.0,0.0,0.0,0.0,0.0,60.0,138.0,6.0,7.0,471,1077,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Brock Larson,0.0,70.0,152.0,164.0,255.0,9.0,30.0,7.0,1100,0.0,48.0,126.0,11.0,14.0,11.0,12.0,20.0,72.0,25.0,41.0,25.0,39.0,97.0,217.0,13.0,23.0,1493,3512,3,3,0,6,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Brock Lesnar,2.0,213.0,296.0,456.0,553.0,15.0,28.0,2.0,1995,0.0,152.0,233.0,47.0,48.0,14.0,15.0,31.0,89.0,28.0,30.0,154.0,177.0,129.0,263.0,2.0,5.0,585,3622,4,3,0,7,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
Brodie Farber,0.0,28.0,61.0,32.0,65.0,1.0,2.0,1.0,33,0.0,18.0,47.0,6.0,8.0,4.0,6.0,20.0,48.0,7.0,9.0,1.0,4.0,36.0,77.0,8.0,10.0,591,997,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Brogan Walker,0.0,81.0,253.0,113.0,293.0,3.0,4.0,0.0,315,1.0,34.0,181.0,21.0,30.0,26.0,42.0,66.0,231.0,10.0,12.0,5.0,10.0,146.0,278.0,8.0,9.0,782,2637,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Brok Weaver,0.0,75.0,137.0,92.0,157.0,1.0,6.0,1.0,168,1.0,25.0,75.0,23.0,30.0,27.0,32.0,62.0,118.0,10.0,16.0,3.0,3.0,121.0,242.0,3.0,6.0,478,1308,1,2,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Bruna Brasil,0.0,174.0,313.0,262.0,423.0,6.0,10.0,0.0,764,1.0,77.0,184.0,66.0,86.0,31.0,43.0,132.0,261.0,33.0,38.0,9.0,14.0,301.0,586.0,8.0,16.0,567,4062,2,3,0,5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Brunno Ferreira,3.0,131.0,265.0,153.0,297.0,4.0,14.0,3.0,260,1.0,87.0,206.0,27.0,39.0,17.0,20.0,117.0,240.0,6.0,12.0,8.0,13.0,134.0,274.0,6.0,13.0,326,2492,5,2,0,7,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Bruno Korea,1.0,27.0,79.0,49.0,103.0,0.0,0.0,0.0,0,0.0,16.0,65.0,7.0,10.0,4.0,4.0,17.0,62.0,1.0,2.0,9.0,15.0,46.0,77.0,3.0,4.0,397,807,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bruno Lopes,0.0,36.0,79.0,78.0,138.0,5.0,14.0,0.0,559,0.0,22.0,52.0,11.0,15.0,3.0,12.0,10.0,46.0,23.0,28.0,3.0,5.0,48.0,96.0,0.0,3.0,44,1010,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bruno Santos,0.0,53.0,115.0,105.0,181.0,9.0,24.0,1.0,989,0.0,26.0,82.0,12.0,18.0,15.0,15.0,25.0,80.0,25.0,28.0,3.0,7.0,102.0,237.0,4.0,12.0,633,2700,1,2,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bruno Silva,9.0,775.0,1570.0,996.0,1829.0,21.0,77.0,2.0,1987,0.0,510.0,1216.0,152.0,216.0,113.0,138.0,605.0,1326.0,70.0,96.0,100.0,148.0,996.0,1894.0,19.0,66.0,2249,12116,9,11,0,20,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0
Bruno Souza,0.0,112.0,281.0,115.0,284.0,1.0,6.0,0.0,57,0.0,64.0,204.0,30.0,54.0,18.0,23.0,105.0,270.0,7.0,11.0,0.0,0.0,159.0,292.0,2.0,5.0,106,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bryan Barberena,6.0,1191.0,2479.0,1969.0,3308.0,2.0,9.0,4.0,1039,2.0,833.0,1997.0,158.0,216.0,200.0,266.0,897.0,2065.0,202.0,293.0,92.0,121.0,1022.0,1831.0,62.0,124.0,3991,13355,9,10,0,19,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0
Bryan Battle,2.0,397.0,750.0,526.0,912.0,4.0,23.0,2.0,1246,0.0,198.0,488.0,164.0,224.0,35.0,38.0,306.0,635.0,88.0,109.0,3.0,6.0,319.0,572.0,13.0,28.0,1238,4652,7,1,0,8,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bryan Caraway,0.0,309.0,895.0,649.0,1310.0,19.0,89.0,6.0,2230,1.0,248.0,806.0,32.0,52.0,29.0,37.0,269.0,808.0,33.0,76.0,7.0,11.0,461.0,1011.0,5.0,21.0,658,7172,6,4,0,10,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Bryce Mitchell,1.0,315.0,530.0,745.0,1030.0,30.0,83.0,11.0,4377,2.0,183.0,344.0,90.0,138.0,42.0,48.0,176.0,353.0,24.0,34.0,115.0,143.0,223.0,540.0,8.0,12.0,1336,8338,9,3,0,12,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Bubba Bush,0.0,10.0,18.0,33.0,45.0,3.0,6.0,0.0,357,0.0,4.0,10.0,1.0,2.0,5.0,6.0,5.0,9.0,1.0,1.0,4.0,8.0,112.0,151.0,2.0,5.0,517,959,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Buddy Roberts,0.0,50.0,146.0,101.0,198.0,0.0,0.0,1.0,9,0.0,36.0,122.0,10.0,16.0,4.0,8.0,42.0,137.0,7.0,8.0,1.0,1.0,48.0,160.0,5.0,21.0,555,1385,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Byron Bloodworth,0.0,25.0,88.0,30.0,93.0,0.0,3.0,0.0,54,0.0,12.0,69.0,6.0,10.0,7.0,9.0,19.0,79.0,6.0,9.0,0.0,0.0,71.0,142.0,0.0,0.0,257,822,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
CB Dollaway,3.0,436.0,918.0,767.0,1303.0,39.0,71.0,13.0,3796,6.0,288.0,718.0,92.0,135.0,56.0,65.0,248.0,613.0,59.0,86.0,129.0,219.0,425.0,933.0,9.0,24.0,1549,9890,11,9,0,20,1.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0
CJ Fernandes,0.0,28.0,55.0,63.0,94.0,1.0,1.0,0.0,510,0.0,9.0,33.0,15.0,16.0,4.0,6.0,2.0,5.0,21.0,31.0,5.0,19.0,18.0,33.0,0.0,2.0,23,600,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJ Keith,0.0,8.0,16.0,21.0,30.0,0.0,1.0,0.0,89,1.0,5.0,11.0,0.0,1.0,3.0,4.0,3.0,11.0,2.0,2.0,3.0,3.0,17.0,34.0,3.0,8.0,303,559,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CJ Vergara,0.0,414.0,729.0,589.0,924.0,0.0,0.0,1.0,645,1.0,205.0,462.0,150.0,197.0,59.0,70.0,295.0,560.0,35.0,46.0,84.0,123.0,393.0,844.0,16.0,40.0,1233,5023,3,5,0,8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
CM Punk,0.0,19.0,82.0,62.0,137.0,1.0,9.0,0.0,171,1.0,10.0,64.0,7.0,13.0,2.0,5.0,10.0,68.0,7.0,11.0,2.0,3.0,84.0,140.0,2.0,2.0,576,1034,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Cain Carrizosa,1.0,44.0,104.0,52.0,113.0,0.0,5.0,0.0,60,0.0,35.0,86.0,8.0,16.0,1.0,2.0,42.0,98.0,2.0,5.0,0.0,1.0,94.0,192.0,6.0,7.0,456,972,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Cain Velasquez,10.0,719.0,1249.0,1465.0,2111.0,34.0,81.0,3.0,4022,0.0,542.0,1046.0,77.0,89.0,100.0,114.0,260.0,601.0,195.0,272.0,264.0,376.0,266.0,628.0,3.0,12.0,237,6662,12,3,0,15,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Caio Borralho,3.0,402.0,735.0,579.0,951.0,9.0,21.0,4.0,2066,4.0,266.0,530.0,75.0,130.0,61.0,75.0,323.0,643.0,17.0,21.0,62.0,71.0,311.0,770.0,3.0,11.0,457,7435,7,1,0,8,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Caio Machado,0.0,228.0,475.0,259.0,511.0,0.0,1.0,0.0,22,0.0,98.0,312.0,82.0,106.0,48.0,57.0,219.0,463.0,7.0,10.0,2.0,2.0,155.0,412.0,3.0,10.0,419,2700,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Caio Magalhaes,2.0,129.0,321.0,260.0,473.0,4.0,26.0,6.0,892,1.0,72.0,217.0,30.0,50.0,27.0,54.0,77.0,248.0,28.0,39.0,24.0,34.0,158.0,362.0,5.0,12.0,659,3416,4,3,0,7,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Cal Worsham,0.0,23.0,51.0,56.0,90.0,1.0,2.0,0.0,0,0.0,19.0,42.0,3.0,6.0,1.0,3.0,7.0,19.0,6.0,22.0,10.0,10.0,13.0,33.0,0.0,1.0,0,427,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Cale Yarbrough,0.0,6.0,22.0,6.0,22.0,0.0,0.0,0.0,0,0.0,2.0,17.0,2.0,2.0,2.0,3.0,6.0,22.0,0.0,0.0,0.0,0.0,19.0,68.0,0.0,0.0,2,114,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Callan Potter,0.0,58.0,115.0,138.0,219.0,4.0,6.0,0.0,508,1.0,51.0,107.0,3.0,4.0,4.0,4.0,49.0,105.0,6.0,7.0,3.0,3.0,86.0,207.0,0.0,2.0,115,1093,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Calvin Kattar,5.0,977.0,2573.0,1063.0,2666.0,5.0,17.0,1.0,382,1.0,760.0,2260.0,131.0,209.0,86.0,104.0,908.0,2456.0,16.0,30.0,53.0,87.0,1453.0,3214.0,10.0,44.0,803,13306,7,8,0,15,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0
Cam Rowston,1.0,12.0,36.0,20.0,48.0,0.0,0.0,0.0,36,0.0,8.0,31.0,1.0,2.0,3.0,3.0,8.0,19.0,0.0,0.0,4.0,17.0,7.0,13.0,0.0,0.0,0,161,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Dollar,0.0,24.0,63.0,24.0,63.0,0.0,1.0,0.0,5,0.0,18.0,56.0,6.0,7.0,0.0,0.0,24.0,61.0,0.0,2.0,0.0,0.0,14.0,36.0,0.0,0.0,30,286,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cameron Else,0.0,17.0,42.0,27.0,56.0,0.0,0.0,0.0,16,0.0,9.0,30.0,6.0,9.0,2.0,3.0,15.0,39.0,0.0,0.0,2.0,3.0,69.0,142.0,3.0,3.0,239,512,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Cameron Saaiman,1.0,301.0,618.0,403.0,735.0,3.0,11.0,2.0,819,7.0,171.0,443.0,61.0,87.0,69.0,88.0,212.0,484.0,23.0,36.0,66.0,98.0,242.0,486.0,9.0,18.0,569,3283,3,3,0,6,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Cameron Smotherman,0.0,183.0,492.0,191.0,501.0,0.0,0.0,0.0,2,0.0,109.0,384.0,68.0,101.0,6.0,7.0,174.0,477.0,9.0,15.0,0.0,0.0,149.0,371.0,9.0,24.0,918,2700,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cameron VanCamp,0.0,34.0,71.0,34.0,71.0,0.0,0.0,0.0,0,0.0,16.0,45.0,8.0,16.0,10.0,10.0,34.0,71.0,0.0,0.0,0.0,0.0,41.0,69.0,0.0,0.0,7,384,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Caol Uno,0.0,266.0,487.0,502.0,755.0,20.0,64.0,2.0,2783,6.0,121.0,304.0,34.0,43.0,111.0,140.0,116.0,267.0,58.0,73.0,92.0,147.0,271.0,527.0,19.0,26.0,1602,7438,3,5,2,10,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
Caolan Loughran,0.0,284.0,665.0,351.0,768.0,12.0,35.0,0.0,1133,0.0,195.0,529.0,56.0,95.0,33.0,41.0,229.0,586.0,19.0,27.0,36.0,52.0,312.0,651.0,1.0,8.0,288,3600,2,2,0,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Carl Deaton,0.0,38.0,120.0,52.0,141.0,0.0,2.0,0.0,0,0.0,30.0,107.0,8.0,13.0,0.0,0.0,37.0,118.0,1.0,2.0,0.0,0.0,46.0,119.0,5.0,10.0,765,1495,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Carla Esparza,0.0,492.0,1247.0,1414.0,2306.0,49.0,135.0,4.0,3808,5.0,363.0,1072.0,71.0,101.0,58.0,74.0,280.0,935.0,63.0,106.0,149.0,206.0,644.0,1412.0,19.0,36.0,1955,13459,10,6,0,16,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
Carli Judice,2.0,295.0,591.0,322.0,625.0,2.0,4.0,0.0,144,0.0,207.0,478.0,71.0,96.0,17.0,17.0,260.0,547.0,30.0,38.0,5.0,6.0,165.0,376.0,3.0,16.0,220,1690,2,1,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
