event,bout,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,result
The Ultimate Fighter: Heavy Hitters Finale,Ji Yeon Kim vs. Antonina Shevchenko,Antonina Shevchenko,0.0,66.0,134.0,87.0,167.0,2.0,2.0,0.0,296,0.0,41.0,101.0,18.0,26.0,7.0,7.0,46.0,106.0,14.0,19.0,6.0,9.0,33.0,128.0,0.0,0.0,97,W
The Ultimate Fighter: Heavy Hitters Finale,Ji Yeon Kim vs. Antonina Shevchenko,Ji Yeon Kim,0.0,33.0,128.0,85.0,188.0,0.0,0.0,0.0,97,0.0,18.0,113.0,5.0,5.0,10.0,10.0,26.0,116.0,7.0,12.0,0.0,0.0,66.0,134.0,2.0,2.0,296,L
The Ultimate Fighter: Heavy Hitters Finale,Joseph Benavidez vs. Alex Perez,Alex Perez,0.0,14.0,32.0,14.0,32.0,1.0,1.0,0.0,3,0.0,5.0,21.0,7.0,9.0,2.0,2.0,9.0,27.0,5.0,5.0,0.0,0.0,35.0,72.0,1.0,2.0,75,L
The Ultimate Fighter: Heavy Hitters Finale,Joseph Benavidez vs. Alex Perez,Joseph Benavidez,0.0,35.0,72.0,42.0,79.0,1.0,2.0,0.0,75,0.0,20.0,48.0,11.0,17.0,4.0,7.0,19.0,50.0,1.0,2.0,15.0,20.0,14.0,32.0,1.0,1.0,3,W
The Ultimate Fighter: Heavy Hitters Finale,Juan Espino vs. Justin Frazier,Juan Espino,0.0,22.0,23.0,44.0,52.0,2.0,2.0,2.0,200,0.0,19.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,17.0,18.0,4.0,6.0,0.0,0.0,0,W
The Ultimate Fighter: Heavy Hitters Finale,Juan Espino vs. Justin Frazier,Justin Frazier,0.0,4.0,6.0,17.0,19.0,0.0,0.0,0.0,0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,22.0,23.0,2.0,2.0,200,L
The Ultimate Fighter: Heavy Hitters Finale,Julija Stoliarenko vs. Leah Letson,Julija Stoliarenko,0.0,57.0,158.0,66.0,168.0,0.0,4.0,1.0,2,0.0,39.0,126.0,7.0,14.0,11.0,18.0,50.0,149.0,5.0,7.0,2.0,2.0,73.0,179.0,0.0,1.0,178,L
The Ultimate Fighter: Heavy Hitters Finale,Julija Stoliarenko vs. Leah Letson,Leah Letson,0.0,73.0,179.0,88.0,196.0,0.0,1.0,0.0,178,0.0,40.0,137.0,19.0,26.0,14.0,16.0,66.0,169.0,6.0,9.0,1.0,1.0,57.0,158.0,0.0,4.0,2,W
The Ultimate Fighter: Heavy Hitters Finale,Maurice Greene vs. Michel Batista,Maurice Greene,0.0,9.0,15.0,11.0,18.0,0.0,0.0,1.0,0,0.0,6.0,11.0,1.0,2.0,2.0,2.0,4.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,72,W
The Ultimate Fighter: Heavy Hitters Finale,Maurice Greene vs. Michel Batista,Michel Batista,0.0,0.0,0.0,4.0,10.0,1.0,2.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0,L
The Ultimate Fighter: Heavy Hitters Finale,Pannie Kianzad vs. Macy Chiasson,Macy Chiasson,1.0,24.0,50.0,37.0,64.0,0.0,6.0,2.0,331,0.0,11.0,31.0,12.0,18.0,1.0,1.0,12.0,28.0,10.0,18.0,2.0,4.0,19.0,39.0,0.0,2.0,13,W
The Ultimate Fighter: Heavy Hitters Finale,Pannie Kianzad vs. Macy Chiasson,Pannie Kianzad,0.0,19.0,39.0,30.0,50.0,0.0,2.0,1.0,13,0.0,10.0,27.0,9.0,12.0,0.0,0.0,8.0,23.0,11.0,16.0,0.0,0.0,24.0,50.0,0.0,6.0,331,L
The Ultimate Fighter: Heavy Hitters Finale,Pedro Munhoz vs. Bryan Caraway,Bryan Caraway,0.0,20.0,48.0,21.0,49.0,0.0,5.0,0.0,17,0.0,18.0,46.0,1.0,1.0,1.0,1.0,20.0,45.0,0.0,3.0,0.0,0.0,35.0,58.0,0.0,0.0,2,L
The Ultimate Fighter: Heavy Hitters Finale,Pedro Munhoz vs. Bryan Caraway,Pedro Munhoz,1.0,35.0,58.0,38.0,62.0,0.0,0.0,0.0,2,0.0,24.0,45.0,2.0,2.0,9.0,11.0,27.0,47.0,4.0,7.0,4.0,4.0,20.0,48.0,0.0,5.0,17,W
The Ultimate Fighter: Heavy Hitters Finale,Rafael Dos Anjos vs. Kamaru Usman,Kamaru Usman,0.0,130.0,223.0,227.0,334.0,12.0,18.0,0.0,1104,0.0,95.0,183.0,29.0,34.0,6.0,6.0,48.0,111.0,33.0,43.0,49.0,69.0,62.0,112.0,0.0,1.0,21,W
The Ultimate Fighter: Heavy Hitters Finale,Rafael Dos Anjos vs. Kamaru Usman,Rafael Dos Anjos,0.0,62.0,112.0,84.0,138.0,0.0,1.0,2.0,21,1.0,27.0,74.0,19.0,20.0,16.0,18.0,35.0,83.0,22.0,24.0,5.0,5.0,130.0,223.0,12.0,18.0,1104,L
The Ultimate Fighter: Heavy Hitters Finale,Raoni Barcelos vs. Chris Gutierrez,Chris Gutierrez,0.0,26.0,52.0,32.0,60.0,0.0,1.0,0.0,0,0.0,9.0,25.0,0.0,4.0,17.0,23.0,23.0,48.0,0.0,0.0,3.0,4.0,35.0,63.0,2.0,2.0,322,L
The Ultimate Fighter: Heavy Hitters Finale,Raoni Barcelos vs. Chris Gutierrez,Raoni Barcelos,0.0,35.0,63.0,83.0,118.0,2.0,2.0,1.0,322,0.0,33.0,60.0,0.0,0.0,2.0,3.0,3.0,22.0,0.0,0.0,32.0,41.0,26.0,52.0,0.0,1.0,0,W
The Ultimate Fighter: Heavy Hitters Finale,Ricky Glenn vs. Kevin Aguilar,Kevin Aguilar,1.0,86.0,168.0,103.0,186.0,0.0,1.0,0.0,127,0.0,47.0,124.0,33.0,38.0,6.0,6.0,62.0,134.0,11.0,18.0,13.0,16.0,74.0,187.0,0.0,4.0,29,W
The Ultimate Fighter: Heavy Hitters Finale,Ricky Glenn vs. Kevin Aguilar,Ricky Glenn,0.0,74.0,187.0,77.0,190.0,0.0,4.0,0.0,29,0.0,50.0,149.0,11.0,22.0,13.0,16.0,63.0,171.0,11.0,15.0,0.0,1.0,86.0,168.0,0.0,1.0,127,L
The Ultimate Fighter: Heavy Hitters Finale,Roosevelt Roberts vs. Darrell Horcher,Darrell Horcher,0.0,10.0,33.0,19.0,43.0,0.0,1.0,0.0,56,0.0,5.0,25.0,5.0,7.0,0.0,1.0,8.0,31.0,2.0,2.0,0.0,0.0,16.0,35.0,0.0,0.0,5,L
The Ultimate Fighter: Heavy Hitters Finale,Roosevelt Roberts vs. Darrell Horcher,Roosevelt Roberts,0.0,16.0,35.0,23.0,42.0,0.0,0.0,1.0,5,0.0,10.0,28.0,4.0,5.0,2.0,2.0,15.0,33.0,1.0,2.0,0.0,0.0,10.0,33.0,0.0,1.0,56,W
The Ultimate Fighter: Heavy Hitters Finale,Tim Means vs. Ricky Rainey,Ricky Rainey,0.0,6.0,12.0,6.0,12.0,0.0,0.0,0.0,0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,19.0,32.0,2.0,2.0,33,L
The Ultimate Fighter: Heavy Hitters Finale,Tim Means vs. Ricky Rainey,Tim Means,0.0,19.0,32.0,26.0,39.0,2.0,2.0,0.0,33,0.0,17.0,30.0,1.0,1.0,1.0,1.0,5.0,14.0,0.0,0.0,14.0,18.0,6.0,12.0,0.0,0.0,0,W
The Ultimate Fighter: Heavyweights Finale,Brian Stann vs. Rodney Wallace,Brian Stann,0.0,36.0,67.0,100.0,134.0,0.0,1.0,0.0,281,0.0,15.0,42.0,6.0,10.0,15.0,15.0,11.0,30.0,19.0,26.0,6.0,11.0,15.0,35.0,7.0,15.0,360,W
The Ultimate Fighter: Heavyweights Finale,Brian Stann vs. Rodney Wallace,Rodney Wallace,0.0,15.0,35.0,36.0,62.0,7.0,15.0,2.0,360,0.0,9.0,27.0,6.0,8.0,0.0,0.0,6.0,19.0,5.0,11.0,4.0,5.0,36.0,67.0,0.0,1.0,281,L
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar vs. Matt Veach,Frankie Edgar,0.0,25.0,61.0,36.0,72.0,0.0,3.0,1.0,37,0.0,19.0,49.0,5.0,10.0,1.0,2.0,11.0,38.0,2.0,5.0,12.0,18.0,7.0,42.0,3.0,9.0,121,W
The Ultimate Fighter: Heavyweights Finale,Frankie Edgar vs. Matt Veach,Matt Veach,0.0,7.0,42.0,7.0,42.0,3.0,9.0,0.0,121,0.0,5.0,39.0,2.0,2.0,0.0,1.0,5.0,35.0,2.0,7.0,0.0,0.0,25.0,61.0,0.0,3.0,37,L
The Ultimate Fighter: Heavyweights Finale,James McSweeney vs. Darrill Schoonover,Darrill Schoonover,0.0,16.0,48.0,27.0,59.0,0.0,3.0,1.0,126,1.0,13.0,35.0,2.0,9.0,1.0,4.0,6.0,34.0,7.0,11.0,3.0,3.0,58.0,95.0,1.0,2.0,436,L
The Ultimate Fighter: Heavyweights Finale,James McSweeney vs. Darrill Schoonover,James McSweeney,0.0,58.0,95.0,103.0,140.0,1.0,2.0,2.0,436,2.0,40.0,75.0,14.0,15.0,4.0,5.0,17.0,34.0,10.0,15.0,31.0,46.0,16.0,48.0,0.0,3.0,126,W
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,Dennis Hallman,0.0,8.0,24.0,47.0,70.0,2.0,4.0,2.0,550,2.0,2.0,14.0,6.0,8.0,0.0,2.0,1.0,14.0,1.0,1.0,6.0,9.0,14.0,22.0,2.0,3.0,212,L
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,John Howard,1.0,14.0,22.0,69.0,87.0,2.0,3.0,0.0,212,0.0,7.0,14.0,4.0,4.0,3.0,4.0,7.0,11.0,0.0,1.0,7.0,10.0,8.0,24.0,2.0,4.0,550,W
The Ultimate Fighter: Heavyweights Finale,Jon Madsen vs. Justin Wren,Jon Madsen,0.0,26.0,100.0,26.0,100.0,0.0,1.0,0.0,0,0.0,20.0,93.0,6.0,7.0,0.0,0.0,23.0,95.0,3.0,5.0,0.0,0.0,17.0,159.0,0.0,1.0,16,W
The Ultimate Fighter: Heavyweights Finale,Jon Madsen vs. Justin Wren,Justin Wren,0.0,17.0,159.0,17.0,159.0,0.0,1.0,0.0,16,0.0,5.0,139.0,9.0,17.0,3.0,3.0,12.0,147.0,5.0,12.0,0.0,0.0,26.0,100.0,0.0,1.0,0,L
The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson vs. Houston Alexander,Houston Alexander,0.0,43.0,79.0,61.0,98.0,0.0,0.0,0.0,16,0.0,11.0,35.0,0.0,0.0,32.0,44.0,40.0,68.0,1.0,8.0,2.0,3.0,27.0,66.0,4.0,4.0,201,L
The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson vs. Houston Alexander,Kevin Ferguson,0.0,27.0,66.0,36.0,76.0,4.0,4.0,1.0,201,0.0,23.0,62.0,4.0,4.0,0.0,0.0,12.0,46.0,4.0,9.0,11.0,11.0,43.0,79.0,0.0,0.0,16,W
The Ultimate Fighter: Heavyweights Finale,Mark Bocek vs. Joe Brammer,Joe Brammer,0.0,3.0,19.0,5.0,21.0,0.0,0.0,0.0,5,0.0,0.0,14.0,0.0,2.0,3.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,2.0,132,L
The Ultimate Fighter: Heavyweights Finale,Mark Bocek vs. Joe Brammer,Mark Bocek,0.0,6.0,16.0,15.0,26.0,2.0,2.0,1.0,132,0.0,1.0,11.0,4.0,4.0,1.0,1.0,1.0,10.0,5.0,6.0,0.0,0.0,3.0,19.0,0.0,0.0,5,W
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,Jon Jones,0.0,44.0,88.0,55.0,106.0,1.0,1.0,0.0,84,0.0,33.0,76.0,7.0,8.0,4.0,4.0,9.0,25.0,2.0,2.0,33.0,61.0,5.0,17.0,0.0,1.0,0,L
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,Matt Hamill,0.0,5.0,17.0,7.0,19.0,0.0,1.0,0.0,0,0.0,2.0,11.0,0.0,0.0,3.0,6.0,5.0,17.0,0.0,0.0,0.0,0.0,44.0,88.0,1.0,1.0,84,W
The Ultimate Fighter: Heavyweights Finale,Matt Mitrione vs. Marcus Jones,Marcus Jones,0.0,10.0,19.0,10.0,19.0,3.0,4.0,1.0,161,0.0,6.0,14.0,1.0,2.0,3.0,3.0,6.0,14.0,4.0,5.0,0.0,0.0,14.0,34.0,0.0,0.0,63,L
The Ultimate Fighter: Heavyweights Finale,Matt Mitrione vs. Marcus Jones,Matt Mitrione,1.0,14.0,34.0,17.0,37.0,0.0,0.0,0.0,63,0.0,6.0,25.0,4.0,4.0,4.0,5.0,5.0,20.0,6.0,10.0,3.0,4.0,10.0,19.0,3.0,4.0,161,W
The Ultimate Fighter: Heavyweights Finale,Roy Nelson vs. Brendan Schaub,Brendan Schaub,0.0,12.0,48.0,14.0,50.0,0.0,0.0,0.0,0,0.0,12.0,44.0,0.0,4.0,0.0,0.0,9.0,36.0,3.0,12.0,0.0,0.0,8.0,35.0,1.0,2.0,83,L
The Ultimate Fighter: Heavyweights Finale,Roy Nelson vs. Brendan Schaub,Roy Nelson,1.0,8.0,35.0,9.0,36.0,1.0,2.0,0.0,83,0.0,8.0,35.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,2.0,1.0,2.0,12.0,48.0,0.0,0.0,0,W
The Ultimate Fighter: Live Finale,Cristiano Marcello vs. Sam Sicilia,Cristiano Marcello,0.0,39.0,90.0,39.0,92.0,0.0,2.0,0.0,5,0.0,32.0,80.0,6.0,9.0,1.0,1.0,39.0,90.0,0.0,0.0,0.0,0.0,33.0,93.0,0.0,0.0,26,L
The Ultimate Fighter: Live Finale,Cristiano Marcello vs. Sam Sicilia,Sam Sicilia,0.0,33.0,93.0,42.0,103.0,0.0,0.0,0.0,26,0.0,23.0,82.0,10.0,10.0,0.0,1.0,23.0,78.0,2.0,4.0,8.0,11.0,39.0,90.0,0.0,2.0,5,W
The Ultimate Fighter: Live Finale,Daron Cruickshank vs. Chris Tickle,Chris Tickle,0.0,16.0,40.0,52.0,82.0,1.0,4.0,2.0,303,1.0,11.0,34.0,3.0,4.0,2.0,2.0,11.0,34.0,1.0,1.0,4.0,5.0,17.0,30.0,4.0,5.0,497,L
The Ultimate Fighter: Live Finale,Daron Cruickshank vs. Chris Tickle,Daron Cruickshank,0.0,17.0,30.0,59.0,84.0,4.0,5.0,0.0,497,2.0,11.0,21.0,3.0,5.0,3.0,4.0,8.0,21.0,0.0,0.0,9.0,9.0,16.0,40.0,1.0,4.0,303,W
The Ultimate Fighter: Live Finale,Jake Ellenberger vs. Martin Kampmann,Jake Ellenberger,1.0,19.0,50.0,27.0,64.0,0.0,0.0,0.0,247,0.0,15.0,46.0,2.0,2.0,2.0,2.0,13.0,36.0,4.0,4.0,2.0,10.0,13.0,31.0,0.0,1.0,29,L
The Ultimate Fighter: Live Finale,Jake Ellenberger vs. Martin Kampmann,Martin Kampmann,1.0,13.0,31.0,16.0,34.0,0.0,1.0,0.0,29,0.0,10.0,25.0,3.0,6.0,0.0,0.0,6.0,20.0,6.0,9.0,1.0,2.0,19.0,50.0,0.0,0.0,247,W
The Ultimate Fighter: Live Finale,Joe Proctor vs. Jeremy Larsen,Jeremy Larsen,0.0,13.0,29.0,13.0,29.0,0.0,0.0,0.0,0,0.0,8.0,22.0,5.0,7.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,0.0,10.0,28.0,0.0,0.0,5,L
The Ultimate Fighter: Live Finale,Joe Proctor vs. Jeremy Larsen,Joe Proctor,1.0,10.0,28.0,13.0,31.0,0.0,0.0,0.0,5,0.0,8.0,26.0,1.0,1.0,1.0,1.0,7.0,24.0,1.0,2.0,2.0,2.0,13.0,29.0,0.0,0.0,0,W
The Ultimate Fighter: Live Finale,John Albert vs. Erik Perez,Erik Perez,0.0,18.0,26.0,59.0,81.0,0.0,0.0,1.0,154,1.0,8.0,15.0,7.0,8.0,3.0,3.0,11.0,16.0,2.0,4.0,5.0,6.0,6.0,24.0,0.0,3.0,53,W
The Ultimate Fighter: Live Finale,John Albert vs. Erik Perez,John Albert,0.0,6.0,24.0,25.0,44.0,0.0,3.0,2.0,53,0.0,3.0,18.0,2.0,5.0,1.0,1.0,4.0,20.0,2.0,4.0,0.0,0.0,18.0,26.0,0.0,0.0,154,L
The Ultimate Fighter: Live Finale,Jonathan Brookins vs. Charles Oliveira,Charles Oliveira,0.0,42.0,76.0,48.0,82.0,1.0,2.0,1.0,59,0.0,21.0,52.0,10.0,13.0,11.0,11.0,32.0,63.0,8.0,9.0,2.0,4.0,27.0,74.0,1.0,2.0,67,W
The Ultimate Fighter: Live Finale,Jonathan Brookins vs. Charles Oliveira,Jonathan Brookins,0.0,27.0,74.0,27.0,74.0,1.0,2.0,1.0,67,0.0,22.0,63.0,4.0,9.0,1.0,2.0,22.0,64.0,5.0,10.0,0.0,0.0,42.0,76.0,1.0,2.0,59,L
The Ultimate Fighter: Live Finale,Justin Lawrence vs. John Cofer,John Cofer,0.0,36.0,101.0,39.0,107.0,2.0,4.0,0.0,52,0.0,20.0,77.0,11.0,18.0,5.0,6.0,31.0,93.0,5.0,8.0,0.0,0.0,54.0,155.0,1.0,3.0,53,L
The Ultimate Fighter: Live Finale,Justin Lawrence vs. John Cofer,Justin Lawrence,1.0,54.0,155.0,59.0,163.0,1.0,3.0,0.0,53,0.0,44.0,138.0,8.0,14.0,2.0,3.0,46.0,140.0,5.0,7.0,3.0,8.0,36.0,101.0,2.0,4.0,52,W
The Ultimate Fighter: Live Finale,Max Holloway vs. Pat Schilling,Max Holloway,1.0,118.0,267.0,119.0,268.0,0.0,0.0,0.0,57,0.0,86.0,224.0,30.0,41.0,2.0,2.0,105.0,247.0,8.0,13.0,5.0,7.0,27.0,108.0,0.0,17.0,61,W
The Ultimate Fighter: Live Finale,Max Holloway vs. Pat Schilling,Pat Schilling,0.0,27.0,108.0,27.0,108.0,0.0,17.0,0.0,61,0.0,19.0,95.0,5.0,10.0,3.0,3.0,27.0,107.0,0.0,1.0,0.0,0.0,118.0,267.0,0.0,0.0,57,L
The Ultimate Fighter: Live Finale,Michael Chiesa vs. Al Iaquinta,Al Iaquinta,0.0,8.0,16.0,8.0,16.0,0.0,0.0,0.0,0,0.0,6.0,13.0,1.0,2.0,1.0,1.0,8.0,14.0,0.0,2.0,0.0,0.0,9.0,15.0,1.0,3.0,65,L
The Ultimate Fighter: Live Finale,Michael Chiesa vs. Al Iaquinta,Michael Chiesa,0.0,9.0,15.0,9.0,15.0,1.0,3.0,1.0,65,0.0,5.0,11.0,1.0,1.0,3.0,3.0,9.0,15.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0,W
The Ultimate Fighter: Live Finale,Myles Jury vs. Chris Saunders,Chris Saunders,0.0,6.0,27.0,6.0,27.0,1.0,1.0,0.0,36,0.0,1.0,14.0,0.0,1.0,5.0,12.0,6.0,27.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0,L
The Ultimate Fighter: Live Finale,Myles Jury vs. Chris Saunders,Myles Jury,0.0,12.0,49.0,12.0,49.0,0.0,0.0,1.0,0,0.0,5.0,30.0,2.0,5.0,5.0,14.0,12.0,49.0,0.0,0.0,0.0,0.0,6.0,27.0,1.0,1.0,36,W
The Ultimate Fighter: Redemption Finale,Angela Hill vs. Ashley Yoder,Angela Hill,0.0,47.0,100.0,65.0,118.0,1.0,1.0,0.0,174,0.0,20.0,67.0,5.0,9.0,22.0,24.0,41.0,93.0,3.0,3.0,3.0,4.0,26.0,108.0,3.0,6.0,200,W
The Ultimate Fighter: Redemption Finale,Angela Hill vs. Ashley Yoder,Ashley Yoder,0.0,26.0,108.0,54.0,137.0,3.0,6.0,0.0,200,0.0,11.0,81.0,9.0,21.0,6.0,6.0,25.0,105.0,1.0,3.0,0.0,0.0,47.0,100.0,1.0,1.0,174,L
The Ultimate Fighter: Redemption Finale,Brad Tavares vs. Elias Theodorou,Brad Tavares,0.0,31.0,71.0,34.0,74.0,1.0,3.0,0.0,126,1.0,18.0,56.0,8.0,9.0,5.0,6.0,17.0,50.0,14.0,21.0,0.0,0.0,34.0,82.0,3.0,7.0,253,W
The Ultimate Fighter: Redemption Finale,Brad Tavares vs. Elias Theodorou,Elias Theodorou,0.0,34.0,82.0,64.0,113.0,3.0,7.0,0.0,253,0.0,18.0,51.0,6.0,20.0,10.0,11.0,20.0,61.0,13.0,20.0,1.0,1.0,31.0,71.0,1.0,3.0,126,L
The Ultimate Fighter: Redemption Finale,Dhiego Lima vs. Jesse Taylor,Dhiego Lima,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,21.0,24.0,2.0,3.0,329,L
The Ultimate Fighter: Redemption Finale,Dhiego Lima vs. Jesse Taylor,Jesse Taylor,0.0,21.0,24.0,50.0,59.0,2.0,3.0,2.0,329,1.0,21.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,23.0,4.0,4.0,0.0,0.0,0,W
The Ultimate Fighter: Redemption Finale,Ed Herman vs. CB Dollaway,CB Dollaway,0.0,54.0,72.0,111.0,134.0,6.0,6.0,1.0,573,1.0,38.0,55.0,5.0,6.0,11.0,11.0,15.0,19.0,7.0,8.0,32.0,45.0,24.0,41.0,1.0,1.0,165,W
The Ultimate Fighter: Redemption Finale,Ed Herman vs. CB Dollaway,Ed Herman,0.0,24.0,41.0,48.0,68.0,1.0,1.0,3.0,165,1.0,21.0,38.0,3.0,3.0,0.0,0.0,13.0,25.0,1.0,1.0,10.0,15.0,54.0,72.0,6.0,6.0,573,L
The Ultimate Fighter: Redemption Finale,Gray Maynard vs. Teruto Ishihara,Gray Maynard,0.0,16.0,24.0,37.0,46.0,11.0,11.0,2.0,777,0.0,8.0,15.0,8.0,9.0,0.0,0.0,1.0,3.0,3.0,4.0,12.0,17.0,8.0,13.0,0.0,0.0,6,W
The Ultimate Fighter: Redemption Finale,Gray Maynard vs. Teruto Ishihara,Teruto Ishihara,0.0,8.0,13.0,14.0,19.0,0.0,0.0,0.0,6,0.0,3.0,7.0,5.0,6.0,0.0,0.0,4.0,8.0,3.0,4.0,1.0,1.0,16.0,24.0,11.0,11.0,777,L
The Ultimate Fighter: Redemption Finale,James Krause vs. Tom Gallicchio,James Krause,0.0,106.0,188.0,113.0,201.0,0.0,0.0,0.0,9,0.0,102.0,183.0,3.0,4.0,1.0,1.0,105.0,185.0,1.0,3.0,0.0,0.0,53.0,200.0,1.0,9.0,61,W
The Ultimate Fighter: Redemption Finale,James Krause vs. Tom Gallicchio,Tom Gallicchio,0.0,53.0,200.0,57.0,204.0,1.0,9.0,0.0,61,0.0,24.0,158.0,17.0,30.0,12.0,12.0,51.0,196.0,2.0,4.0,0.0,0.0,106.0,188.0,0.0,0.0,9,L
The Ultimate Fighter: Redemption Finale,Jared Cannonier vs. Nick Roehrick,Jared Cannonier,0.0,84.0,150.0,86.0,152.0,1.0,1.0,0.0,34,0.0,75.0,140.0,5.0,6.0,4.0,4.0,57.0,118.0,18.0,23.0,9.0,9.0,28.0,160.0,0.0,0.0,14,W
The Ultimate Fighter: Redemption Finale,Jared Cannonier vs. Nick Roehrick,Nick Roehrick,0.0,28.0,160.0,29.0,161.0,0.0,0.0,0.0,14,0.0,22.0,141.0,6.0,19.0,0.0,0.0,25.0,152.0,3.0,8.0,0.0,0.0,84.0,150.0,1.0,1.0,34,L
The Ultimate Fighter: Redemption Finale,Jordan Johnson vs. Marcel Fortuna,Jordan Johnson,0.0,42.0,139.0,47.0,145.0,2.0,6.0,0.0,110,0.0,39.0,131.0,3.0,6.0,0.0,2.0,35.0,124.0,1.0,5.0,6.0,10.0,53.0,103.0,0.0,3.0,0,W
The Ultimate Fighter: Redemption Finale,Jordan Johnson vs. Marcel Fortuna,Marcel Fortuna,0.0,53.0,103.0,62.0,112.0,0.0,3.0,0.0,0,0.0,28.0,74.0,14.0,17.0,11.0,12.0,51.0,100.0,2.0,3.0,0.0,0.0,42.0,139.0,2.0,6.0,110,L
The Ultimate Fighter: Redemption Finale,Marc Diakiese vs. Drakkar Klose,Drakkar Klose,0.0,39.0,79.0,84.0,136.0,3.0,7.0,0.0,321,0.0,10.0,43.0,10.0,14.0,19.0,22.0,25.0,53.0,9.0,14.0,5.0,12.0,34.0,77.0,2.0,6.0,189,W
The Ultimate Fighter: Redemption Finale,Marc Diakiese vs. Drakkar Klose,Marc Diakiese,0.0,34.0,77.0,63.0,107.0,2.0,6.0,0.0,189,1.0,12.0,46.0,16.0,23.0,6.0,8.0,24.0,65.0,8.0,10.0,2.0,2.0,39.0,79.0,3.0,7.0,321,L
The Ultimate Fighter: Redemption Finale,Michael Johnson vs. Justin Gaethje,Justin Gaethje,0.0,104.0,174.0,104.0,174.0,0.0,0.0,0.0,6,0.0,62.0,124.0,6.0,8.0,36.0,42.0,77.0,138.0,27.0,36.0,0.0,0.0,91.0,200.0,1.0,3.0,34,W
The Ultimate Fighter: Redemption Finale,Michael Johnson vs. Justin Gaethje,Michael Johnson,0.0,91.0,200.0,91.0,200.0,1.0,3.0,0.0,34,0.0,47.0,146.0,40.0,48.0,4.0,6.0,78.0,176.0,12.0,21.0,1.0,3.0,104.0,174.0,0.0,0.0,6,L
The Ultimate Fighter: Redemption Finale,Tecia Pennington vs. Juliana Lima,Juliana Lima,0.0,6.0,31.0,14.0,39.0,1.0,3.0,0.0,48,0.0,1.0,23.0,2.0,4.0,3.0,4.0,3.0,25.0,3.0,4.0,0.0,2.0,15.0,23.0,0.0,7.0,187,L
The Ultimate Fighter: Redemption Finale,Tecia Pennington vs. Juliana Lima,Tecia Pennington,0.0,15.0,23.0,26.0,34.0,0.0,7.0,1.0,187,0.0,5.0,11.0,4.0,5.0,6.0,7.0,8.0,14.0,6.0,7.0,1.0,2.0,6.0,31.0,1.0,3.0,48,W
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway vs. Dustin Neace,Bryan Caraway,0.0,23.0,53.0,32.0,65.0,3.0,3.0,1.0,184,0.0,13.0,41.0,2.0,4.0,8.0,8.0,22.0,52.0,0.0,0.0,1.0,1.0,18.0,55.0,0.0,1.0,55,W
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway vs. Dustin Neace,Dustin Neace,0.0,18.0,55.0,35.0,72.0,0.0,1.0,1.0,55,0.0,10.0,47.0,4.0,4.0,4.0,4.0,15.0,51.0,0.0,1.0,3.0,3.0,23.0,53.0,3.0,3.0,184,L
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Diego Brandao vs. Dennis Bermudez,Dennis Bermudez,1.0,25.0,78.0,31.0,84.0,1.0,1.0,0.0,62,0.0,22.0,75.0,3.0,3.0,0.0,0.0,11.0,43.0,4.0,8.0,10.0,27.0,19.0,39.0,1.0,1.0,28,L
