event,bout,round_number,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted
UFC Fight Night: Moicano vs. Duncan,Renato Moicano vs. Chris Duncan,1.0,Renato Moicano,0.0,14.0,20.0,16.0,22.0,0.0,2.0,0.0,73,0.0,10.0,16.0,3.0,3.0,1.0,1.0,13.0,19.0,1.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Renato Moicano vs. Chris Duncan,2.0,Renato Moicano,0.0,7.0,16.0,46.0,62.0,1.0,2.0,1.0,123,0.0,6.0,15.0,1.0,1.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,1.0
UFC Fight Night: Moicano vs. Duncan,Renato Moicano vs. Chris Duncan,1.0,Chris Duncan,0.0,17.0,38.0,19.0,41.0,0.0,1.0,0.0,1,0.0,3.0,22.0,3.0,3.0,11.0,13.0,15.0,36.0,2.0,2.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Renato Moicano vs. Chris Duncan,2.0,Chris Duncan,0.0,10.0,24.0,11.0,25.0,0.0,1.0,0.0,0,0.0,5.0,17.0,2.0,4.0,3.0,3.0,10.0,24.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,1.0,Virna Jandiroba,0.0,3.0,10.0,26.0,34.0,3.0,6.0,0.0,180,0.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,2.0,Virna Jandiroba,0.0,9.0,16.0,61.0,79.0,2.0,2.0,0.0,213,0.0,8.0,15.0,1.0,1.0,0.0,0.0,7.0,13.0,1.0,2.0,1.0,1.0
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,3.0,Virna Jandiroba,0.0,14.0,38.0,35.0,61.0,1.0,4.0,0.0,87,0.0,8.0,31.0,6.0,7.0,0.0,0.0,14.0,37.0,0.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,1.0,Tabatha Ricci,0.0,7.0,13.0,9.0,16.0,0.0,1.0,0.0,0,0.0,5.0,11.0,1.0,1.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,2.0,Tabatha Ricci,0.0,6.0,14.0,50.0,62.0,0.0,0.0,0.0,16,0.0,3.0,10.0,1.0,1.0,2.0,3.0,4.0,12.0,2.0,2.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,3.0,Tabatha Ricci,0.0,24.0,55.0,30.0,66.0,1.0,1.0,0.0,47,1.0,19.0,47.0,3.0,5.0,2.0,3.0,22.0,52.0,2.0,3.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Abdul Rakhman Yakhyaev vs. Brendson Ribeiro,1.0,Abdul Rakhman Yakhyaev,0.0,7.0,15.0,23.0,38.0,2.0,3.0,1.0,116,0.0,6.0,14.0,1.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,4.0,4.0
UFC Fight Night: Moicano vs. Duncan,Abdul Rakhman Yakhyaev vs. Brendson Ribeiro,1.0,Brendson Ribeiro,0.0,8.0,17.0,8.0,17.0,0.0,0.0,0.0,0,0.0,5.0,13.0,1.0,1.0,2.0,3.0,8.0,17.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,1.0,Ethyn Ewing,0.0,20.0,47.0,21.0,49.0,0.0,0.0,0.0,15,0.0,16.0,42.0,1.0,1.0,3.0,4.0,17.0,42.0,2.0,4.0,1.0,1.0
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,2.0,Ethyn Ewing,0.0,67.0,109.0,68.0,110.0,0.0,0.0,0.0,4,0.0,49.0,89.0,16.0,17.0,2.0,3.0,64.0,105.0,3.0,4.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,3.0,Ethyn Ewing,1.0,27.0,41.0,27.0,41.0,0.0,0.0,0.0,3,0.0,23.0,37.0,3.0,3.0,1.0,1.0,26.0,40.0,0.0,0.0,1.0,1.0
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,1.0,Rafael Estevam,0.0,17.0,63.0,17.0,63.0,0.0,4.0,0.0,0,0.0,13.0,54.0,1.0,2.0,3.0,7.0,17.0,63.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,2.0,Rafael Estevam,0.0,14.0,79.0,15.0,80.0,0.0,4.0,0.0,0,0.0,13.0,74.0,1.0,2.0,0.0,3.0,14.0,78.0,0.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,3.0,Rafael Estevam,0.0,13.0,43.0,13.0,43.0,0.0,0.0,0.0,0,0.0,9.0,37.0,1.0,1.0,3.0,5.0,13.0,43.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Tommy McMillen vs. Manolo Zecchini,1.0,Tommy McMillen,1.0,74.0,134.0,76.0,138.0,0.0,0.0,0.0,6,0.0,51.0,98.0,23.0,36.0,0.0,0.0,62.0,113.0,9.0,16.0,3.0,5.0
UFC Fight Night: Moicano vs. Duncan,Tommy McMillen vs. Manolo Zecchini,1.0,Manolo Zecchini,0.0,20.0,61.0,21.0,64.0,0.0,0.0,0.0,15,0.0,14.0,48.0,6.0,12.0,0.0,1.0,19.0,56.0,1.0,5.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,1.0,Jose Delano,0.0,21.0,42.0,26.0,47.0,0.0,1.0,0.0,0,0.0,10.0,30.0,10.0,11.0,1.0,1.0,16.0,36.0,5.0,6.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,2.0,Jose Delano,0.0,44.0,65.0,51.0,72.0,0.0,1.0,0.0,0,0.0,36.0,55.0,7.0,8.0,1.0,2.0,34.0,52.0,10.0,13.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,3.0,Jose Delano,0.0,42.0,65.0,50.0,74.0,0.0,3.0,0.0,38,0.0,25.0,47.0,17.0,18.0,0.0,0.0,34.0,55.0,8.0,10.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,1.0,Robert Ruchala,0.0,25.0,62.0,25.0,62.0,0.0,1.0,0.0,35,0.0,12.0,37.0,9.0,16.0,4.0,9.0,24.0,60.0,1.0,2.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,2.0,Robert Ruchala,0.0,20.0,65.0,20.0,65.0,0.0,1.0,0.0,3,0.0,9.0,48.0,8.0,10.0,3.0,7.0,16.0,60.0,4.0,5.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,3.0,Robert Ruchala,0.0,22.0,71.0,24.0,73.0,0.0,1.0,0.0,30,0.0,19.0,64.0,3.0,6.0,0.0,1.0,20.0,68.0,2.0,3.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,1.0,Guilherme Pat,0.0,8.0,11.0,8.0,11.0,0.0,0.0,0.0,0,0.0,3.0,6.0,1.0,1.0,4.0,4.0,8.0,10.0,0.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,2.0,Guilherme Pat,0.0,7.0,17.0,12.0,22.0,0.0,0.0,0.0,0,0.0,4.0,13.0,2.0,2.0,1.0,2.0,6.0,16.0,1.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,3.0,Guilherme Pat,0.0,2.0,3.0,5.0,9.0,0.0,0.0,0.0,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,1.0,Thomas Petersen,0.0,4.0,9.0,28.0,35.0,0.0,3.0,0.0,123,0.0,2.0,6.0,0.0,1.0,2.0,2.0,3.0,8.0,1.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,2.0,Thomas Petersen,0.0,8.0,12.0,27.0,33.0,0.0,1.0,0.0,115,0.0,5.0,8.0,1.0,2.0,2.0,2.0,7.0,11.0,1.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,3.0,Thomas Petersen,1.0,16.0,20.0,109.0,131.0,0.0,1.0,0.0,278,0.0,15.0,19.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,14.0,16.0
UFC Fight Night: Moicano vs. Duncan,Alessandro Costa vs. Stewart Nicoll,1.0,Alessandro Costa,0.0,20.0,46.0,20.0,46.0,0.0,0.0,0.0,0,0.0,11.0,34.0,4.0,4.0,5.0,8.0,20.0,46.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Alessandro Costa vs. Stewart Nicoll,2.0,Alessandro Costa,1.0,23.0,43.0,27.0,51.0,2.0,3.0,0.0,78,0.0,15.0,33.0,7.0,9.0,1.0,1.0,21.0,39.0,1.0,3.0,1.0,1.0
UFC Fight Night: Moicano vs. Duncan,Alessandro Costa vs. Stewart Nicoll,1.0,Stewart Nicoll,0.0,27.0,59.0,27.0,59.0,0.0,1.0,0.0,2,0.0,13.0,42.0,5.0,7.0,9.0,10.0,27.0,59.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Alessandro Costa vs. Stewart Nicoll,2.0,Stewart Nicoll,0.0,20.0,40.0,20.0,40.0,0.0,4.0,0.0,4,0.0,13.0,31.0,7.0,9.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Lando Vannata vs. Darrius Flowers,1.0,Lando Vannata,0.0,22.0,29.0,26.0,35.0,2.0,6.0,0.0,136,0.0,17.0,23.0,4.0,5.0,1.0,1.0,15.0,20.0,3.0,3.0,4.0,6.0
UFC Fight Night: Moicano vs. Duncan,Lando Vannata vs. Darrius Flowers,2.0,Lando Vannata,0.0,5.0,7.0,5.0,7.0,0.0,1.0,0.0,0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Lando Vannata vs. Darrius Flowers,1.0,Darrius Flowers,0.0,17.0,30.0,35.0,53.0,1.0,1.0,1.0,18,0.0,9.0,22.0,3.0,3.0,5.0,5.0,12.0,23.0,1.0,1.0,4.0,6.0
UFC Fight Night: Moicano vs. Duncan,Lando Vannata vs. Darrius Flowers,2.0,Darrius Flowers,0.0,3.0,6.0,9.0,16.0,1.0,1.0,0.0,5,0.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Alice Pereira vs. Hailey Cowan,1.0,Alice Pereira,0.0,24.0,50.0,37.0,63.0,0.0,0.0,0.0,0,0.0,14.0,36.0,9.0,13.0,1.0,1.0,21.0,45.0,3.0,5.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Alice Pereira vs. Hailey Cowan,2.0,Alice Pereira,1.0,8.0,21.0,49.0,65.0,0.0,0.0,0.0,3,0.0,7.0,18.0,1.0,2.0,0.0,1.0,6.0,19.0,0.0,0.0,2.0,2.0
UFC Fight Night: Moicano vs. Duncan,Alice Pereira vs. Hailey Cowan,1.0,Hailey Cowan,0.0,18.0,44.0,30.0,59.0,1.0,2.0,0.0,67,0.0,11.0,31.0,7.0,11.0,0.0,2.0,11.0,36.0,7.0,8.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Alice Pereira vs. Hailey Cowan,2.0,Hailey Cowan,0.0,13.0,20.0,26.0,38.0,1.0,1.0,0.0,189,0.0,6.0,11.0,3.0,5.0,4.0,4.0,12.0,17.0,0.0,0.0,1.0,3.0
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,1.0,Azamat Bekoev,0.0,35.0,61.0,46.0,73.0,0.0,1.0,0.0,19,0.0,11.0,22.0,19.0,34.0,5.0,5.0,29.0,55.0,6.0,6.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,2.0,Azamat Bekoev,1.0,30.0,46.0,54.0,71.0,2.0,3.0,0.0,98,0.0,20.0,32.0,9.0,13.0,1.0,1.0,15.0,28.0,5.0,6.0,10.0,12.0
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,3.0,Azamat Bekoev,0.0,5.0,8.0,28.0,31.0,0.0,1.0,0.0,0,0.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,1.0,Tresean Gore,0.0,33.0,46.0,34.0,48.0,0.0,1.0,0.0,36,0.0,22.0,35.0,3.0,3.0,8.0,8.0,30.0,42.0,3.0,4.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,2.0,Tresean Gore,0.0,25.0,40.0,40.0,57.0,1.0,1.0,0.0,98,0.0,17.0,32.0,3.0,3.0,5.0,5.0,17.0,28.0,6.0,10.0,2.0,2.0
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,3.0,Tresean Gore,0.0,20.0,27.0,24.0,31.0,1.0,1.0,1.0,115,0.0,12.0,18.0,2.0,2.0,6.0,7.0,15.0,22.0,0.0,0.0,5.0,5.0
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,1.0,Dione Barbosa,0.0,16.0,37.0,35.0,58.0,0.0,3.0,0.0,75,0.0,12.0,31.0,2.0,4.0,2.0,2.0,12.0,30.0,3.0,5.0,1.0,2.0
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,2.0,Dione Barbosa,0.0,9.0,20.0,34.0,51.0,2.0,2.0,0.0,140,0.0,6.0,17.0,3.0,3.0,0.0,0.0,4.0,14.0,2.0,2.0,3.0,4.0
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,3.0,Dione Barbosa,0.0,5.0,10.0,39.0,45.0,1.0,1.0,1.0,151,1.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,1.0,Melissa Gatto,0.0,21.0,48.0,27.0,59.0,1.0,5.0,0.0,71,0.0,7.0,26.0,7.0,13.0,7.0,9.0,20.0,45.0,1.0,3.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,2.0,Melissa Gatto,0.0,5.0,7.0,23.0,30.0,2.0,6.0,0.0,115,0.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,3.0,Melissa Gatto,0.0,7.0,12.0,14.0,20.0,0.0,1.0,0.0,102,1.0,5.0,10.0,1.0,1.0,1.0,1.0,6.0,11.0,0.0,0.0,1.0,1.0
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,1.0,Kai Kamaka III,0.0,21.0,36.0,31.0,46.0,0.0,0.0,0.0,5,0.0,4.0,17.0,10.0,12.0,7.0,7.0,18.0,31.0,3.0,5.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,2.0,Kai Kamaka III,0.0,41.0,54.0,59.0,72.0,0.0,1.0,0.0,10,0.0,18.0,30.0,19.0,20.0,4.0,4.0,32.0,45.0,9.0,9.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,3.0,Kai Kamaka III,0.0,43.0,69.0,54.0,81.0,0.0,0.0,0.0,8,0.0,22.0,47.0,18.0,19.0,3.0,3.0,33.0,55.0,10.0,14.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,1.0,Dakota Hope,1.0,42.0,89.0,66.0,117.0,0.0,0.0,0.0,35,0.0,23.0,68.0,19.0,21.0,0.0,0.0,19.0,56.0,22.0,29.0,1.0,4.0
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,2.0,Dakota Hope,0.0,32.0,83.0,44.0,95.0,0.0,0.0,0.0,19,0.0,19.0,64.0,13.0,18.0,0.0,1.0,20.0,71.0,12.0,12.0,0.0,0.0
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,3.0,Dakota Hope,0.0,32.0,86.0,45.0,100.0,1.0,3.0,0.0,24,0.0,20.0,69.0,11.0,15.0,1.0,2.0,22.0,70.0,10.0,16.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya vs. Joe Pyfer,1.0,Israel Adesanya,0.0,24.0,42.0,37.0,56.0,0.0,0.0,0.0,0,0.0,13.0,30.0,2.0,2.0,9.0,10.0,24.0,42.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya vs. Joe Pyfer,2.0,Israel Adesanya,0.0,18.0,33.0,21.0,36.0,0.0,2.0,0.0,0,0.0,9.0,24.0,6.0,6.0,3.0,3.0,18.0,32.0,0.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya vs. Joe Pyfer,1.0,Joe Pyfer,0.0,9.0,23.0,9.0,23.0,1.0,4.0,0.0,61,0.0,7.0,19.0,1.0,2.0,1.0,2.0,6.0,17.0,1.0,4.0,2.0,2.0
UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya vs. Joe Pyfer,2.0,Joe Pyfer,0.0,27.0,47.0,43.0,67.0,1.0,4.0,0.0,103,0.0,26.0,45.0,1.0,1.0,0.0,1.0,12.0,25.0,1.0,3.0,14.0,19.0
UFC Fight Night: Adesanya vs. Pyfer,Alexa Grasso vs. Maycee Barber,1.0,Alexa Grasso,1.0,12.0,38.0,12.0,38.0,0.0,0.0,1.0,2,0.0,8.0,31.0,0.0,0.0,4.0,7.0,11.0,37.0,0.0,0.0,1.0,1.0
UFC Fight Night: Adesanya vs. Pyfer,Alexa Grasso vs. Maycee Barber,1.0,Maycee Barber,0.0,5.0,25.0,5.0,25.0,0.0,0.0,0.0,0,0.0,4.0,24.0,0.0,0.0,1.0,1.0,5.0,25.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Michael Chiesa vs. Niko Price,1.0,Michael Chiesa,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Michael Chiesa vs. Niko Price,1.0,Niko Price,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,8,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Julian Erosa vs. Lerryan Douglas,1.0,Julian Erosa,0.0,17.0,46.0,18.0,47.0,0.0,0.0,0.0,3,0.0,13.0,40.0,2.0,2.0,2.0,4.0,16.0,45.0,1.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Julian Erosa vs. Lerryan Douglas,1.0,Lerryan Douglas,2.0,29.0,48.0,30.0,49.0,0.0,0.0,0.0,5,0.0,18.0,37.0,3.0,3.0,8.0,8.0,25.0,39.0,2.0,6.0,2.0,3.0
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,1.0,Mansur Abdul-Malik,0.0,7.0,24.0,7.0,24.0,0.0,0.0,0.0,0,0.0,3.0,14.0,1.0,4.0,3.0,6.0,7.0,24.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,2.0,Mansur Abdul-Malik,0.0,7.0,20.0,7.0,21.0,2.0,4.0,0.0,80,0.0,5.0,17.0,2.0,3.0,0.0,0.0,5.0,15.0,2.0,5.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,3.0,Mansur Abdul-Malik,0.0,2.0,16.0,2.0,16.0,1.0,4.0,0.0,47,0.0,2.0,14.0,0.0,2.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,1.0,Yousri Belgaroui,0.0,22.0,47.0,22.0,47.0,0.0,0.0,0.0,0,0.0,3.0,18.0,6.0,13.0,13.0,16.0,22.0,47.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,2.0,Yousri Belgaroui,1.0,44.0,63.0,55.0,74.0,0.0,0.0,0.0,51,0.0,30.0,47.0,10.0,12.0,4.0,4.0,31.0,46.0,11.0,14.0,2.0,3.0
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,3.0,Yousri Belgaroui,1.0,28.0,46.0,30.0,49.0,0.0,0.0,0.0,8,0.0,21.0,38.0,6.0,7.0,1.0,1.0,22.0,40.0,6.0,6.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Terrance McKinney vs. Kyle Nelson,1.0,Terrance McKinney,0.0,13.0,27.0,15.0,29.0,0.0,0.0,0.0,13,0.0,12.0,26.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,8.0,22.0
UFC Fight Night: Adesanya vs. Pyfer,Terrance McKinney vs. Kyle Nelson,1.0,Kyle Nelson,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,1.0,Ignacio Bahamondes,0.0,20.0,39.0,21.0,45.0,0.0,0.0,0.0,0,0.0,6.0,14.0,8.0,14.0,6.0,11.0,18.0,36.0,2.0,3.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,2.0,Ignacio Bahamondes,1.0,9.0,16.0,19.0,28.0,0.0,1.0,2.0,10,0.0,7.0,14.0,2.0,2.0,0.0,0.0,2.0,5.0,2.0,3.0,5.0,8.0
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,3.0,Ignacio Bahamondes,0.0,3.0,7.0,6.0,10.0,0.0,0.0,0.0,67,1.0,3.0,6.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,1.0,Tofiq Musayev,0.0,11.0,32.0,20.0,42.0,1.0,3.0,0.0,38,0.0,6.0,21.0,3.0,6.0,2.0,5.0,8.0,25.0,2.0,5.0,1.0,2.0
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,2.0,Tofiq Musayev,0.0,17.0,29.0,44.0,74.0,1.0,1.0,0.0,258,0.0,15.0,27.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,16.0,26.0
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,3.0,Tofiq Musayev,0.0,6.0,11.0,29.0,51.0,1.0,1.0,0.0,175,1.0,6.0,11.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,5.0
UFC Fight Night: Adesanya vs. Pyfer,Chase Hooper vs. Lance Gibson Jr.,1.0,Chase Hooper,0.0,11.0,32.0,13.0,34.0,0.0,2.0,0.0,6,0.0,3.0,18.0,5.0,8.0,3.0,6.0,11.0,31.0,0.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Chase Hooper vs. Lance Gibson Jr.,1.0,Lance Gibson Jr.,1.0,13.0,22.0,19.0,28.0,0.0,0.0,0.0,7,0.0,6.0,13.0,2.0,3.0,5.0,6.0,7.0,14.0,6.0,8.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,1.0,Marcin Tybura,0.0,8.0,22.0,13.0,28.0,0.0,0.0,0.0,0,0.0,5.0,16.0,2.0,4.0,1.0,2.0,4.0,17.0,4.0,5.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,2.0,Marcin Tybura,0.0,19.0,50.0,21.0,52.0,0.0,0.0,0.0,0,0.0,8.0,35.0,7.0,11.0,4.0,4.0,17.0,47.0,2.0,3.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,3.0,Marcin Tybura,0.0,20.0,38.0,51.0,73.0,0.0,1.0,0.0,41,0.0,9.0,26.0,11.0,12.0,0.0,0.0,15.0,32.0,5.0,6.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,1.0,Tyrell Fortune,0.0,9.0,15.0,18.0,26.0,1.0,2.0,0.0,183,0.0,8.0,14.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,2.0,5.0,9.0
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,2.0,Tyrell Fortune,0.0,13.0,26.0,13.0,26.0,0.0,0.0,0.0,0,0.0,11.0,24.0,2.0,2.0,0.0,0.0,12.0,25.0,1.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,3.0,Tyrell Fortune,0.0,8.0,18.0,18.0,29.0,2.0,3.0,0.0,124,0.0,5.0,15.0,3.0,3.0,0.0,0.0,4.0,14.0,3.0,3.0,1.0,1.0
UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill vs. Gabriella Fernandes,1.0,Casey O'Neill,1.0,25.0,66.0,25.0,66.0,0.0,0.0,0.0,0,0.0,16.0,54.0,3.0,6.0,6.0,6.0,25.0,66.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill vs. Gabriella Fernandes,1.0,Gabriella Fernandes,0.0,8.0,33.0,8.0,33.0,0.0,0.0,0.0,0,0.0,3.0,27.0,3.0,3.0,2.0,3.0,8.0,33.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,1.0,Navajo Stirling,0.0,22.0,54.0,23.0,57.0,0.0,0.0,0.0,8,0.0,5.0,28.0,13.0,17.0,4.0,9.0,21.0,53.0,1.0,1.0,0.0,0.0
