event,bout,round_number,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted
UFC Fight Night: Minotauro vs Nelson,Ramsey Nijem vs. Beneil Dariush,1.0,Beneil Dariush,0.0,9.0,20.0,14.0,25.0,0.0,1.0,0.0,29,0.0,6.0,14.0,3.0,6.0,0.0,0.0,6.0,14.0,3.0,6.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Jared Rosholt vs. Daniel Omielanczuk,1.0,Jared Rosholt,0.0,6.0,16.0,61.0,74.0,1.0,1.0,0.0,250,0.0,5.0,15.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,10.0
UFC Fight Night: Minotauro vs Nelson,Jared Rosholt vs. Daniel Omielanczuk,2.0,Jared Rosholt,0.0,11.0,18.0,30.0,40.0,1.0,3.0,0.0,247,0.0,3.0,10.0,7.0,7.0,1.0,1.0,1.0,7.0,0.0,1.0,10.0,10.0
UFC Fight Night: Minotauro vs Nelson,Jared Rosholt vs. Daniel Omielanczuk,3.0,Jared Rosholt,0.0,17.0,17.0,33.0,37.0,1.0,1.0,0.0,291,0.0,9.0,9.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,16.0
UFC Fight Night: Minotauro vs Nelson,Jared Rosholt vs. Daniel Omielanczuk,1.0,Daniel Omielanczuk,0.0,1.0,3.0,5.0,9.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Jared Rosholt vs. Daniel Omielanczuk,2.0,Daniel Omielanczuk,0.0,7.0,10.0,18.0,22.0,0.0,0.0,0.0,5,0.0,4.0,7.0,3.0,3.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,2.0
UFC Fight Night: Minotauro vs Nelson,Jared Rosholt vs. Daniel Omielanczuk,3.0,Daniel Omielanczuk,0.0,2.0,2.0,18.0,19.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
UFC Fight Night: Minotauro vs Nelson,Thales Leites vs. Trevor Smith,1.0,Thales Leites,1.0,5.0,8.0,9.0,12.0,0.0,0.0,0.0,4,0.0,5.0,8.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,2.0
UFC Fight Night: Minotauro vs Nelson,Thales Leites vs. Trevor Smith,1.0,Trevor Smith,0.0,3.0,10.0,3.0,10.0,0.0,0.0,0.0,0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Alan Omer vs. Jim Alers,1.0,Alan Omer,0.0,21.0,44.0,21.0,44.0,0.0,0.0,0.0,49,0.0,11.0,31.0,3.0,5.0,7.0,8.0,16.0,38.0,5.0,6.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Alan Omer vs. Jim Alers,2.0,Alan Omer,0.0,22.0,36.0,27.0,41.0,0.0,0.0,0.0,75,0.0,17.0,31.0,2.0,2.0,3.0,3.0,5.0,12.0,7.0,8.0,10.0,16.0
UFC Fight Night: Minotauro vs Nelson,Alan Omer vs. Jim Alers,3.0,Alan Omer,0.0,15.0,21.0,21.0,27.0,1.0,3.0,0.0,57,0.0,5.0,8.0,5.0,8.0,5.0,5.0,5.0,8.0,10.0,13.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Alan Omer vs. Jim Alers,1.0,Jim Alers,0.0,17.0,53.0,20.0,56.0,0.0,1.0,0.0,38,0.0,5.0,37.0,3.0,5.0,9.0,11.0,10.0,40.0,7.0,13.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Alan Omer vs. Jim Alers,2.0,Jim Alers,1.0,9.0,24.0,37.0,58.0,0.0,2.0,0.0,153,0.0,9.0,22.0,0.0,2.0,0.0,0.0,3.0,12.0,0.0,3.0,6.0,9.0
UFC Fight Night: Minotauro vs Nelson,Alan Omer vs. Jim Alers,3.0,Jim Alers,0.0,10.0,16.0,40.0,49.0,2.0,2.0,0.0,194,0.0,6.0,11.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,6.0,4.0,5.0
UFC Fight Night: Minotauro vs Nelson,Rani Yahya vs. Johnny Bedford,1.0,Rani Yahya,0.0,3.0,8.0,3.0,8.0,0.0,1.0,0.0,0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Minotauro vs Nelson,Rani Yahya vs. Johnny Bedford,1.0,Johnny Bedford,0.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,1,0.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0
UFC Fight Night: Shogun vs Henderson 2,Mauricio Rua vs. Dan Henderson,1.0,Mauricio Rua,1.0,30.0,58.0,35.0,63.0,1.0,1.0,0.0,40,0.0,17.0,41.0,3.0,5.0,10.0,12.0,14.0,36.0,4.0,5.0,12.0,17.0
UFC Fight Night: Shogun vs Henderson 2,Mauricio Rua vs. Dan Henderson,2.0,Mauricio Rua,1.0,12.0,24.0,38.0,51.0,0.0,1.0,0.0,165,0.0,9.0,20.0,1.0,2.0,2.0,2.0,11.0,21.0,0.0,0.0,1.0,3.0
UFC Fight Night: Shogun vs Henderson 2,Mauricio Rua vs. Dan Henderson,3.0,Mauricio Rua,0.0,6.0,14.0,6.0,14.0,0.0,0.0,0.0,0,0.0,5.0,13.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Mauricio Rua vs. Dan Henderson,1.0,Dan Henderson,0.0,10.0,35.0,10.0,35.0,0.0,0.0,0.0,0,0.0,6.0,30.0,0.0,1.0,4.0,4.0,9.0,29.0,1.0,6.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Mauricio Rua vs. Dan Henderson,2.0,Dan Henderson,0.0,5.0,12.0,11.0,19.0,0.0,1.0,0.0,0,0.0,2.0,8.0,3.0,3.0,0.0,1.0,2.0,9.0,3.0,3.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Mauricio Rua vs. Dan Henderson,3.0,Dan Henderson,1.0,8.0,13.0,11.0,16.0,0.0,1.0,0.0,8,0.0,8.0,13.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,1.0,4.0,4.0
UFC Fight Night: Shogun vs Henderson 2,Cezar Ferreira vs. CB Dollaway,1.0,Cezar Ferreira,0.0,3.0,8.0,3.0,8.0,0.0,0.0,0.0,0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Cezar Ferreira vs. CB Dollaway,1.0,CB Dollaway,1.0,12.0,16.0,13.0,17.0,0.0,0.0,0.0,8,0.0,12.0,16.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,7.0,9.0
UFC Fight Night: Shogun vs Henderson 2,Leonardo Santos vs. Norman Parke,1.0,Leonardo Santos,0.0,11.0,27.0,17.0,33.0,0.0,2.0,0.0,0,0.0,3.0,16.0,4.0,7.0,4.0,4.0,11.0,25.0,0.0,2.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Leonardo Santos vs. Norman Parke,2.0,Leonardo Santos,0.0,7.0,25.0,22.0,41.0,0.0,1.0,0.0,0,0.0,5.0,22.0,2.0,2.0,0.0,1.0,6.0,23.0,1.0,2.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Leonardo Santos vs. Norman Parke,3.0,Leonardo Santos,0.0,8.0,21.0,11.0,24.0,0.0,2.0,0.0,5,0.0,6.0,18.0,1.0,2.0,1.0,1.0,7.0,19.0,1.0,2.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Leonardo Santos vs. Norman Parke,1.0,Norman Parke,0.0,13.0,44.0,20.0,51.0,0.0,2.0,0.0,97,0.0,7.0,31.0,3.0,5.0,3.0,8.0,11.0,41.0,2.0,3.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Leonardo Santos vs. Norman Parke,2.0,Norman Parke,0.0,13.0,42.0,32.0,65.0,0.0,4.0,0.0,182,0.0,9.0,33.0,2.0,4.0,2.0,5.0,6.0,32.0,7.0,10.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Leonardo Santos vs. Norman Parke,3.0,Norman Parke,0.0,11.0,38.0,40.0,72.0,0.0,2.0,0.0,231,0.0,5.0,30.0,3.0,3.0,3.0,5.0,3.0,24.0,8.0,14.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Fabio Maldonado vs. Gian Villante,1.0,Fabio Maldonado,0.0,1.0,3.0,8.0,12.0,0.0,0.0,0.0,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Fabio Maldonado vs. Gian Villante,2.0,Fabio Maldonado,0.0,59.0,102.0,64.0,107.0,0.0,0.0,0.0,11,0.0,41.0,77.0,18.0,25.0,0.0,0.0,54.0,95.0,4.0,5.0,1.0,2.0
UFC Fight Night: Shogun vs Henderson 2,Fabio Maldonado vs. Gian Villante,3.0,Fabio Maldonado,0.0,72.0,112.0,78.0,118.0,0.0,0.0,0.0,10,0.0,58.0,89.0,13.0,22.0,1.0,1.0,70.0,109.0,2.0,3.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Fabio Maldonado vs. Gian Villante,1.0,Gian Villante,0.0,15.0,20.0,28.0,36.0,2.0,2.0,0.0,284,0.0,2.0,7.0,0.0,0.0,13.0,13.0,1.0,2.0,4.0,4.0,10.0,14.0
UFC Fight Night: Shogun vs Henderson 2,Fabio Maldonado vs. Gian Villante,2.0,Gian Villante,0.0,14.0,44.0,14.0,44.0,1.0,3.0,0.0,49,0.0,9.0,37.0,1.0,3.0,4.0,4.0,9.0,34.0,3.0,8.0,2.0,2.0
UFC Fight Night: Shogun vs Henderson 2,Fabio Maldonado vs. Gian Villante,3.0,Gian Villante,0.0,4.0,28.0,4.0,28.0,0.0,7.0,0.0,12,0.0,2.0,24.0,0.0,2.0,2.0,2.0,4.0,28.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Michel Prazeres vs. Mairbek Taisumov,1.0,Michel Prazeres,0.0,11.0,15.0,32.0,44.0,2.0,4.0,0.0,203,0.0,7.0,11.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,3.0,5.0,6.0
UFC Fight Night: Shogun vs Henderson 2,Michel Prazeres vs. Mairbek Taisumov,2.0,Michel Prazeres,1.0,15.0,29.0,17.0,31.0,0.0,1.0,0.0,10,0.0,12.0,26.0,2.0,2.0,1.0,1.0,13.0,27.0,1.0,1.0,1.0,1.0
UFC Fight Night: Shogun vs Henderson 2,Michel Prazeres vs. Mairbek Taisumov,3.0,Michel Prazeres,0.0,9.0,23.0,17.0,31.0,1.0,6.0,0.0,87,0.0,7.0,21.0,0.0,0.0,2.0,2.0,8.0,20.0,1.0,3.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Michel Prazeres vs. Mairbek Taisumov,1.0,Mairbek Taisumov,0.0,1.0,5.0,14.0,19.0,0.0,0.0,0.0,6,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0
UFC Fight Night: Shogun vs Henderson 2,Michel Prazeres vs. Mairbek Taisumov,2.0,Mairbek Taisumov,0.0,9.0,37.0,10.0,38.0,0.0,0.0,0.0,58,0.0,6.0,34.0,2.0,2.0,1.0,1.0,9.0,33.0,0.0,1.0,0.0,3.0
UFC Fight Night: Shogun vs Henderson 2,Michel Prazeres vs. Mairbek Taisumov,3.0,Mairbek Taisumov,0.0,16.0,49.0,16.0,49.0,0.0,0.0,0.0,18,0.0,10.0,41.0,4.0,6.0,2.0,2.0,13.0,45.0,3.0,4.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Rony Jason vs. Steven Siler,1.0,Rony Jason,1.0,3.0,8.0,3.0,8.0,0.0,0.0,0.0,1,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Rony Jason vs. Steven Siler,1.0,Steven Siler,0.0,11.0,22.0,11.0,22.0,0.0,0.0,0.0,0,0.0,5.0,12.0,2.0,4.0,4.0,6.0,10.0,21.0,0.0,0.0,1.0,1.0
UFC Fight Night: Shogun vs Henderson 2,Ronny Markes vs. Thiago Santos,1.0,Ronny Markes,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Ronny Markes vs. Thiago Santos,1.0,Thiago Santos,1.0,7.0,16.0,8.0,17.0,0.0,0.0,0.0,14,0.0,6.0,14.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,6.0,11.0
UFC Fight Night: Shogun vs Henderson 2,Jussier Formiga vs. Scott Jorgensen,1.0,Jussier Formiga,0.0,9.0,23.0,13.0,27.0,1.0,4.0,1.0,45,0.0,7.0,20.0,2.0,3.0,0.0,0.0,6.0,19.0,2.0,2.0,1.0,2.0
UFC Fight Night: Shogun vs Henderson 2,Jussier Formiga vs. Scott Jorgensen,1.0,Scott Jorgensen,0.0,6.0,24.0,9.0,27.0,0.0,0.0,0.0,0,0.0,5.0,23.0,0.0,0.0,1.0,1.0,6.0,23.0,0.0,1.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Thiago Perpetuo vs. Kenny Robertson,1.0,Thiago Perpetuo,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Thiago Perpetuo vs. Kenny Robertson,1.0,Kenny Robertson,0.0,9.0,14.0,17.0,22.0,1.0,1.0,1.0,63,0.0,8.0,13.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,6.0,10.0
UFC Fight Night: Shogun vs Henderson 2,Francimar Barroso vs. Hans Stringer,1.0,Francimar Barroso,0.0,9.0,17.0,19.0,28.0,1.0,2.0,0.0,40,0.0,0.0,7.0,5.0,6.0,4.0,4.0,3.0,9.0,3.0,4.0,3.0,4.0
UFC Fight Night: Shogun vs Henderson 2,Francimar Barroso vs. Hans Stringer,2.0,Francimar Barroso,0.0,18.0,29.0,30.0,44.0,1.0,2.0,0.0,102,0.0,7.0,16.0,6.0,8.0,5.0,5.0,11.0,19.0,5.0,7.0,2.0,3.0
UFC Fight Night: Shogun vs Henderson 2,Francimar Barroso vs. Hans Stringer,3.0,Francimar Barroso,0.0,9.0,21.0,27.0,42.0,1.0,4.0,0.0,39,0.0,4.0,12.0,2.0,4.0,3.0,5.0,7.0,16.0,1.0,2.0,1.0,3.0
UFC Fight Night: Shogun vs Henderson 2,Francimar Barroso vs. Hans Stringer,1.0,Hans Stringer,0.0,20.0,27.0,52.0,62.0,1.0,2.0,0.0,205,0.0,15.0,21.0,3.0,4.0,2.0,2.0,5.0,8.0,7.0,7.0,8.0,12.0
UFC Fight Night: Shogun vs Henderson 2,Francimar Barroso vs. Hans Stringer,2.0,Hans Stringer,0.0,9.0,25.0,18.0,34.0,0.0,4.0,0.0,71,0.0,2.0,16.0,2.0,3.0,5.0,6.0,4.0,19.0,5.0,6.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Francimar Barroso vs. Hans Stringer,3.0,Hans Stringer,0.0,15.0,25.0,28.0,39.0,0.0,2.0,0.0,75,0.0,4.0,14.0,0.0,0.0,11.0,11.0,11.0,21.0,4.0,4.0,0.0,0.0
UFC Fight Night: Shogun vs Henderson 2,Godofredo Pepey vs. Noad Lahat,1.0,Godofredo Pepey,1.0,5.0,23.0,5.0,23.0,0.0,0.0,0.0,18,0.0,4.0,21.0,1.0,2.0,0.0,0.0,3.0,17.0,2.0,5.0,0.0,1.0
UFC Fight Night: Shogun vs Henderson 2,Godofredo Pepey vs. Noad Lahat,1.0,Noad Lahat,0.0,11.0,22.0,12.0,23.0,0.0,2.0,0.0,4,0.0,5.0,13.0,3.0,4.0,3.0,5.0,7.0,16.0,4.0,6.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,1.0,Johny Hendricks,0.0,15.0,42.0,25.0,53.0,0.0,2.0,0.0,102,0.0,9.0,34.0,0.0,0.0,6.0,8.0,10.0,36.0,5.0,6.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,2.0,Johny Hendricks,0.0,42.0,109.0,42.0,109.0,0.0,1.0,0.0,0,0.0,35.0,99.0,1.0,3.0,6.0,7.0,37.0,100.0,5.0,9.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,3.0,Johny Hendricks,0.0,33.0,90.0,33.0,90.0,0.0,1.0,0.0,6,0.0,22.0,79.0,2.0,2.0,9.0,9.0,30.0,84.0,3.0,6.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,4.0,Johny Hendricks,0.0,34.0,93.0,39.0,98.0,1.0,2.0,0.0,14,0.0,23.0,80.0,1.0,2.0,10.0,11.0,34.0,93.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,5.0,Johny Hendricks,0.0,34.0,63.0,47.0,76.0,1.0,4.0,0.0,127,0.0,22.0,51.0,2.0,2.0,10.0,10.0,27.0,56.0,5.0,5.0,2.0,2.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,1.0,Robbie Lawler,0.0,13.0,33.0,14.0,34.0,0.0,0.0,0.0,0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,12.0,31.0,1.0,2.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,2.0,Robbie Lawler,0.0,21.0,59.0,22.0,60.0,0.0,0.0,0.0,0,0.0,21.0,58.0,0.0,1.0,0.0,0.0,21.0,58.0,0.0,1.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,3.0,Robbie Lawler,0.0,43.0,89.0,44.0,90.0,0.0,0.0,0.0,0,0.0,39.0,84.0,1.0,1.0,3.0,4.0,42.0,86.0,1.0,3.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,4.0,Robbie Lawler,0.0,56.0,104.0,56.0,104.0,0.0,0.0,0.0,0,0.0,51.0,99.0,4.0,4.0,1.0,1.0,54.0,102.0,2.0,2.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Johny Hendricks vs. Robbie Lawler,5.0,Robbie Lawler,0.0,17.0,46.0,26.0,55.0,0.0,0.0,0.0,0,0.0,17.0,46.0,0.0,0.0,0.0,0.0,17.0,44.0,0.0,2.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Carlos Condit vs. Tyron Woodley,1.0,Carlos Condit,0.0,8.0,29.0,29.0,51.0,0.0,0.0,1.0,3,0.0,4.0,22.0,2.0,3.0,2.0,4.0,5.0,25.0,3.0,4.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Carlos Condit vs. Tyron Woodley,2.0,Carlos Condit,0.0,5.0,14.0,23.0,33.0,0.0,0.0,0.0,0,0.0,2.0,10.0,1.0,2.0,2.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Carlos Condit vs. Tyron Woodley,1.0,Tyron Woodley,0.0,11.0,23.0,18.0,30.0,2.0,2.0,0.0,130,0.0,8.0,18.0,3.0,4.0,0.0,1.0,5.0,14.0,6.0,9.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Carlos Condit vs. Tyron Woodley,2.0,Tyron Woodley,1.0,3.0,6.0,16.0,19.0,1.0,1.0,0.0,53,0.0,2.0,5.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,1.0,Diego Sanchez,0.0,9.0,32.0,12.0,35.0,0.0,0.0,0.0,49,0.0,3.0,21.0,4.0,7.0,2.0,4.0,5.0,28.0,3.0,3.0,1.0,1.0
UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,2.0,Diego Sanchez,0.0,6.0,29.0,6.0,29.0,0.0,0.0,1.0,0,0.0,3.0,25.0,2.0,2.0,1.0,2.0,6.0,29.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,3.0,Diego Sanchez,0.0,10.0,32.0,19.0,41.0,0.0,0.0,1.0,0,0.0,4.0,18.0,6.0,12.0,0.0,2.0,10.0,32.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,1.0,Myles Jury,0.0,19.0,38.0,25.0,45.0,1.0,1.0,0.0,32,0.0,13.0,31.0,2.0,3.0,4.0,4.0,16.0,35.0,1.0,1.0,2.0,2.0
UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,2.0,Myles Jury,0.0,19.0,44.0,20.0,45.0,1.0,1.0,0.0,67,0.0,17.0,40.0,0.0,1.0,2.0,3.0,16.0,41.0,1.0,1.0,2.0,2.0
UFC 171: Hendricks vs Lawler,Diego Sanchez vs. Myles Jury,3.0,Myles Jury,0.0,8.0,37.0,9.0,39.0,1.0,1.0,0.0,88,0.0,5.0,33.0,1.0,2.0,2.0,2.0,8.0,35.0,0.0,0.0,0.0,2.0
UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,1.0,Jake Shields,0.0,1.0,23.0,29.0,51.0,0.0,3.0,0.0,0,0.0,1.0,18.0,0.0,1.0,0.0,4.0,1.0,22.0,0.0,1.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,2.0,Jake Shields,0.0,1.0,24.0,15.0,39.0,0.0,2.0,0.0,0,0.0,0.0,17.0,1.0,4.0,0.0,3.0,1.0,24.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,3.0,Jake Shields,0.0,2.0,25.0,14.0,38.0,0.0,2.0,1.0,0,0.0,1.0,20.0,1.0,2.0,0.0,3.0,2.0,25.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,1.0,Hector Lombard,0.0,18.0,33.0,38.0,54.0,2.0,2.0,0.0,147,0.0,17.0,31.0,1.0,2.0,0.0,0.0,5.0,12.0,10.0,14.0,3.0,7.0
UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,2.0,Hector Lombard,0.0,4.0,13.0,12.0,21.0,2.0,2.0,0.0,148,0.0,2.0,11.0,2.0,2.0,0.0,0.0,2.0,11.0,1.0,1.0,1.0,1.0
UFC 171: Hendricks vs Lawler,Jake Shields vs. Hector Lombard,3.0,Hector Lombard,0.0,5.0,10.0,17.0,23.0,1.0,1.0,0.0,152,0.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,0.0,0.0,4.0,5.0
UFC 171: Hendricks vs Lawler,Ovince Saint Preux vs. Nikita Krylov,1.0,Ovince Saint Preux,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Ovince Saint Preux vs. Nikita Krylov,1.0,Nikita Krylov,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,1.0,Kelvin Gastelum,0.0,19.0,35.0,20.0,37.0,0.0,0.0,0.0,52,0.0,16.0,31.0,1.0,2.0,2.0,2.0,16.0,32.0,1.0,1.0,2.0,2.0
UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,2.0,Kelvin Gastelum,0.0,28.0,63.0,28.0,63.0,0.0,0.0,0.0,0,0.0,20.0,54.0,0.0,1.0,8.0,8.0,27.0,59.0,1.0,4.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,3.0,Kelvin Gastelum,0.0,12.0,39.0,14.0,42.0,1.0,2.0,0.0,38,1.0,9.0,35.0,2.0,3.0,1.0,1.0,7.0,28.0,5.0,11.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,1.0,Rick Story,0.0,9.0,42.0,9.0,42.0,0.0,0.0,0.0,0,0.0,4.0,33.0,3.0,7.0,2.0,2.0,9.0,42.0,0.0,0.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,2.0,Rick Story,1.0,22.0,84.0,22.0,84.0,0.0,0.0,0.0,11,0.0,15.0,71.0,6.0,12.0,1.0,1.0,19.0,76.0,2.0,5.0,1.0,3.0
UFC 171: Hendricks vs Lawler,Kelvin Gastelum vs. Rick Story,3.0,Rick Story,0.0,14.0,37.0,20.0,44.0,0.0,1.0,0.0,129,1.0,7.0,29.0,3.0,4.0,4.0,4.0,11.0,30.0,3.0,7.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,1.0,Raquel Pennington,0.0,9.0,15.0,9.0,15.0,0.0,0.0,1.0,5,0.0,2.0,7.0,2.0,3.0,5.0,5.0,1.0,6.0,7.0,8.0,1.0,1.0
UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,2.0,Raquel Pennington,0.0,33.0,70.0,33.0,70.0,0.0,0.0,1.0,20,0.0,21.0,57.0,7.0,8.0,5.0,5.0,22.0,55.0,11.0,15.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,3.0,Raquel Pennington,0.0,40.0,82.0,45.0,87.0,2.0,3.0,0.0,55,0.0,28.0,70.0,9.0,9.0,3.0,3.0,19.0,50.0,15.0,24.0,6.0,8.0
UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,1.0,Jessica Andrade,0.0,3.0,9.0,16.0,25.0,2.0,4.0,0.0,255,0.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0
UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,2.0,Jessica Andrade,0.0,30.0,73.0,35.0,78.0,1.0,2.0,0.0,84,0.0,22.0,63.0,6.0,8.0,2.0,2.0,21.0,56.0,9.0,17.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Raquel Pennington vs. Jessica Andrade,3.0,Jessica Andrade,0.0,33.0,76.0,39.0,82.0,0.0,2.0,0.0,43,0.0,24.0,66.0,8.0,9.0,1.0,1.0,16.0,44.0,17.0,32.0,0.0,0.0
UFC 171: Hendricks vs Lawler,Dennis Bermudez vs. Jimy Hettes,1.0,Dennis Bermudez,0.0,23.0,51.0,35.0,68.0,4.0,9.0,1.0,171,0.0,12.0,38.0,4.0,6.0,7.0,7.0,9.0,25.0,12.0,22.0,2.0,4.0
